chat_row,text_message,Tokens,Adjusted_Tokens,Sentiment,Positive_Count,Negative_Count,Sentiment_TextBlob
342,today was the worst day for my high-protein. I feel so disappointing about it.,"['today', 'worst', 'day', 'high-protein', '.', 'feel', 'disappointing', '.']","['today', 'worst', 'day', 'high-protein', '.', 'feel', 'disappointing', '.']",Negative,0,2,Negative
343,today was the disappointing day for my calorie deficit. I feel so bad about it.,"['today', 'disappointing', 'day', 'calorie', 'deficit', '.', 'feel', 'bad', '.']","['today', 'disappointing', 'day', 'calorie', 'deficit', '.', 'feel', 'bad', '.']",Negative,0,2,Negative
344,i love my clean eating session today!,"['love', 'clean', 'eating', 'session', 'today', '!']","['love', 'clean', 'eating', 'session', 'today', '!']",Positive,1,0,Positive
345,today was the sad day for my running. I feel so disappointing about it.,"['today', 'sad', 'day', 'running', '.', 'feel', 'disappointing', '.']","['today', 'sad', 'day', 'running', '.', 'feel', 'disappointing', '.']",Negative,0,2,Negative
346,today was the worst day for my resistance training. I feel so disappointing about it.,"['today', 'worst', 'day', 'resistance', 'training', '.', 'feel', 'disappointing', '.']","['today', 'worst', 'day', 'resistance', 'training', '.', 'feel', 'disappointing', '.']",Negative,0,2,Negative
347,today was the disappointing day for my aerobics. I feel so negative about it.,"['today', 'disappointing', 'day', 'aerobics', '.', 'feel', 'negative', '.']","['today', 'disappointing', 'day', 'aerobics', '.', 'feel', 'negative', '.']",Negative,0,2,Negative
348,i love my motivation session today! It really made a difference in my wellness!,"['love', 'motivation', 'session', 'today', '!', 'really', 'made', 'difference', 'wellness', '!']","['love', 'motivation', 'session', 'today', '!', 'really', 'made', 'difference', 'wellness', '!']",Positive,1,0,Positive
349,i love my gluten-free session today! It really made a difference in my powerlifting!,"['love', 'gluten-free', 'session', 'today', '!', 'really', 'made', 'difference', 'powerlifting', '!']","['love', 'gluten-free', 'session', 'today', '!', 'really', 'made', 'difference', 'powerlifting', '!']",Positive,1,0,Positive
350,i excellent my calisthenics session today!,"['excellent', 'calisthenics', 'session', 'today', '!']","['excellent', 'calisthenics', 'session', 'today', '!']",Positive,1,0,Positive
351,today was the negative day for my workout. I feel so worst about it.,"['today', 'negative', 'day', 'workout', '.', 'feel', 'worst', '.']","['today', 'negative', 'day', 'workout', '.', 'feel', 'worst', '.']",Negative,0,2,Negative
352,i great my whole foods session today!,"['great', 'whole', 'foods', 'session', 'today', '!']","['great', 'whole', 'foods', 'session', 'today', '!']",Positive,1,0,Positive
353,today was the horrible day for my balanced diet. I feel so horrible about it.,"['today', 'horrible', 'day', 'balanced', 'diet', '.', 'feel', 'horrible', '.']","['today', 'horrible', 'day', 'balanced', 'diet', '.', 'feel', 'horrible', '.']",Negative,0,2,Negative
354,i good my paleo session today!,"['good', 'paleo', 'session', 'today', '!']","['good', 'paleo', 'session', 'today', '!']",Positive,1,0,Positive
355,today was the bad day for my detox. I feel so negative about it.,"['today', 'bad', 'day', 'detox', '.', 'feel', 'negative', '.']","['today', 'bad', 'day', 'detox', '.', 'feel', 'negative', '.']",Negative,0,2,Negative
356,today was the hate day for my bodybuilding. I feel so horrible about it.,"['today', 'hate', 'day', 'bodybuilding', '.', 'feel', 'horrible', '.']","['today', 'hate', 'day', 'bodybuilding', '.', 'feel', 'horrible', '.']",Negative,0,2,Negative
357,i fantastic my personal trainer session today! It really made a difference in my cardio!,"['fantastic', 'personal', 'trainer', 'session', 'today', '!', 'really', 'made', 'difference', 'cardio', '!']","['fantastic', 'personal', 'trainer', 'session', 'today', '!', 'really', 'made', 'difference', 'cardio', '!']",Positive,1,0,Positive
358,today was the worst day for my training. I feel so worst about it.,"['today', 'worst', 'day', 'training', '.', 'feel', 'worst', '.']","['today', 'worst', 'day', 'training', '.', 'feel', 'worst', '.']",Negative,0,2,Negative
359,today was the poor day for my health. I feel so sad about it.,"['today', 'poor', 'day', 'health', '.', 'feel', 'sad', '.']","['today', 'poor', 'day', 'health', '.', 'feel', 'sad', '.']",Negative,0,2,Negative
360,i great my health session today!,"['great', 'health', 'session', 'today', '!']","['great', 'health', 'session', 'today', '!']",Positive,1,0,Positive
361,i positive my weight loss session today!,"['positive', 'weight', 'loss', 'session', 'today', '!']","['positive', 'weight', 'loss', 'session', 'today', '!']",Positive,1,0,Positive
362,i amazing my food pyramid session today! It really made a difference in my plank!,"['amazing', 'food', 'pyramid', 'session', 'today', '!', 'really', 'made', 'difference', 'plank', '!']","['amazing', 'food', 'pyramid', 'session', 'today', '!', 'really', 'made', 'difference', 'plank', '!']",Positive,1,0,Positive
363,today was the negative day for my fitness. I feel so negative about it.,"['today', 'negative', 'day', 'fitness', '.', 'feel', 'negative', '.']","['today', 'negative', 'day', 'fitness', '.', 'feel', 'negative', '.']",Negative,0,2,Negative
364,i excellent my nutrition session today! It really made a difference in my health!,"['excellent', 'nutrition', 'session', 'today', '!', 'really', 'made', 'difference', 'health', '!']","['excellent', 'nutrition', 'session', 'today', '!', 'really', 'made', 'difference', 'health', '!']",Positive,1,0,Positive
365,today was the bad day for my muscle. I feel so poor about it.,"['today', 'bad', 'day', 'muscle', '.', 'feel', 'poor', '.']","['today', 'bad', 'day', 'muscle', '.', 'feel', 'poor', '.']",Negative,0,2,Negative
366,i excellent my diet session today! It really made a difference in my stamina!,"['excellent', 'diet', 'session', 'today', '!', 'really', 'made', 'difference', 'stamina', '!']","['excellent', 'diet', 'session', 'today', '!', 'really', 'made', 'difference', 'stamina', '!']",Positive,1,0,Positive
367,today was the sad day for my high-protein. I feel so poor about it.,"['today', 'sad', 'day', 'high-protein', '.', 'feel', 'poor', '.']","['today', 'sad', 'day', 'high-protein', '.', 'feel', 'poor', '.']",Negative,0,2,Negative
368,today was the sad day for my running. I feel so negative about it.,"['today', 'sad', 'day', 'running', '.', 'feel', 'negative', '.']","['today', 'sad', 'day', 'running', '.', 'feel', 'negative', '.']",Negative,0,2,Negative
369,i amazing my wellness session today! It really made a difference in my cardiovascular!,"['amazing', 'wellness', 'session', 'today', '!', 'really', 'made', 'difference', 'cardiovascular', '!']","['amazing', 'wellness', 'session', 'today', '!', 'really', 'made', 'difference', 'cardiovascular', '!']",Positive,1,0,Positive
370,today was the poor day for my resistance training. I feel so worst about it.,"['today', 'poor', 'day', 'resistance', 'training', '.', 'feel', 'worst', '.']","['today', 'poor', 'day', 'resistance', 'training', '.', 'feel', 'worst', '.']",Negative,0,2,Negative
371,today was the hate day for my keto. I feel so disappointing about it.,"['today', 'hate', 'day', 'keto', '.', 'feel', 'disappointing', '.']","['today', 'hate', 'day', 'keto', '.', 'feel', 'disappointing', '.']",Negative,0,2,Negative
372,today was the bad day for my yoga. I feel so hate about it.,"['today', 'bad', 'day', 'yoga', '.', 'feel', 'hate', '.']","['today', 'bad', 'day', 'yoga', '.', 'feel', 'hate', '.']",Negative,0,2,Negative
373,today was the poor day for my hydration. I feel so poor about it.,"['today', 'poor', 'day', 'hydration', '.', 'feel', 'poor', '.']","['today', 'poor', 'day', 'hydration', '.', 'feel', 'poor', '.']",Negative,0,2,Negative
374,today was the horrible day for my sports. I feel so worst about it.,"['today', 'horrible', 'day', 'sports', '.', 'feel', 'worst', '.']","['today', 'horrible', 'day', 'sports', '.', 'feel', 'worst', '.']",Negative,0,2,Negative
375,today was the worst day for my proteins. I feel so sad about it.,"['today', 'worst', 'day', 'proteins', '.', 'feel', 'sad', '.']","['today', 'worst', 'day', 'proteins', '.', 'feel', 'sad', '.']",Negative,0,2,Negative
376,today was the hate day for my active lifestyle. I feel so horrible about it.,"['today', 'hate', 'day', 'active', 'lifestyle', '.', 'feel', 'horrible', '.']","['today', 'hate', 'day', 'active', 'lifestyle', '.', 'feel', 'horrible', '.']",Negative,0,2,Negative
377,today was the bad day for my yoga. I feel so sad about it.,"['today', 'bad', 'day', 'yoga', '.', 'feel', 'sad', '.']","['today', 'bad', 'day', 'yoga', '.', 'feel', 'sad', '.']",Negative,0,2,Negative
378,i good my hiit session today! It really made a difference in my sports!,"['good', 'hiit', 'session', 'today', '!', 'really', 'made', 'difference', 'sports', '!']","['good', 'hiit', 'session', 'today', '!', 'really', 'made', 'difference', 'sports', '!']",Positive,1,0,Positive
379,today was the poor day for my portion sizes. I feel so worst about it.,"['today', 'poor', 'day', 'portion', 'sizes', '.', 'feel', 'worst', '.']","['today', 'poor', 'day', 'portion', 'sizes', '.', 'feel', 'worst', '.']",Negative,0,2,Negative
380,i happy my weight loss session today! It really made a difference in my weightlifting!,"['happy', 'weight', 'loss', 'session', 'today', '!', 'really', 'made', 'difference', 'weightlifting', '!']","['happy', 'weight', 'loss', 'session', 'today', '!', 'really', 'made', 'difference', 'weightlifting', '!']",Positive,1,0,Positive
381,today was the horrible day for my minerals. I feel so disappointing about it.,"['today', 'horrible', 'day', 'minerals', '.', 'feel', 'disappointing', '.']","['today', 'horrible', 'day', 'minerals', '.', 'feel', 'disappointing', '.']",Negative,0,2,Negative
382,today was the disappointing day for my aerobics. I feel so sad about it.,"['today', 'disappointing', 'day', 'aerobics', '.', 'feel', 'sad', '.']","['today', 'disappointing', 'day', 'aerobics', '.', 'feel', 'sad', '.']",Negative,0,2,Negative
383,i love my nutrition session today! It really made a difference in my performance!,"['love', 'nutrition', 'session', 'today', '!', 'really', 'made', 'difference', 'performance', '!']","['love', 'nutrition', 'session', 'today', '!', 'really', 'made', 'difference', 'performance', '!']",Positive,1,0,Positive
384,today was the negative day for my active lifestyle. I feel so poor about it.,"['today', 'negative', 'day', 'active', 'lifestyle', '.', 'feel', 'poor', '.']","['today', 'negative', 'day', 'active', 'lifestyle', '.', 'feel', 'poor', '.']",Negative,0,2,Negative
385,today was the sad day for my balanced diet. I feel so hate about it.,"['today', 'sad', 'day', 'balanced', 'diet', '.', 'feel', 'hate', '.']","['today', 'sad', 'day', 'balanced', 'diet', '.', 'feel', 'hate', '.']",Negative,0,2,Negative
386,i love my burpees session today! It really made a difference in my bodyweight exercises!,"['love', 'burpees', 'session', 'today', '!', 'really', 'made', 'difference', 'bodyweight', 'exercises', '!']","['love', 'burpees', 'session', 'today', '!', 'really', 'made', 'difference', 'bodyweight', 'exercises', '!']",Positive,1,0,Positive
387,i excellent my hiit session today! It really made a difference in my core!,"['excellent', 'hiit', 'session', 'today', '!', 'really', 'made', 'difference', 'core', '!']","['excellent', 'hiit', 'session', 'today', '!', 'really', 'made', 'difference', 'core', '!']",Positive,1,0,Positive
388,today was the negative day for my sports. I feel so hate about it.,"['today', 'negative', 'day', 'sports', '.', 'feel', 'hate', '.']","['today', 'negative', 'day', 'sports', '.', 'feel', 'hate', '.']",Negative,0,2,Negative
389,i excellent my minerals session today! It really made a difference in my squat!,"['excellent', 'minerals', 'session', 'today', '!', 'really', 'made', 'difference', 'squat', '!']","['excellent', 'minerals', 'session', 'today', '!', 'really', 'made', 'difference', 'squat', '!']",Positive,1,0,Positive
390,today was the hate day for my sugar-free. I feel so sad about it.,"['today', 'hate', 'day', 'sugar-free', '.', 'feel', 'sad', '.']","['today', 'hate', 'day', 'sugar-free', '.', 'feel', 'sad', '.']",Negative,0,2,Negative
391,i excellent my intermittent fasting session today! It really made a difference in my performance!,"['excellent', 'intermittent', 'fasting', 'session', 'today', '!', 'really', 'made', 'difference', 'performance', '!']","['excellent', 'intermittent', 'fasting', 'session', 'today', '!', 'really', 'made', 'difference', 'performance', '!']",Positive,1,0,Positive
392,today was the poor day for my weight loss. I feel so bad about it.,"['today', 'poor', 'day', 'weight', 'loss', '.', 'feel', 'bad', '.']","['today', 'poor', 'day', 'weight', 'loss', '.', 'feel', 'bad', '.']",Negative,0,2,Negative
393,today was the horrible day for my stamina. I feel so sad about it.,"['today', 'horrible', 'day', 'stamina', '.', 'feel', 'sad', '.']","['today', 'horrible', 'day', 'stamina', '.', 'feel', 'sad', '.']",Negative,0,2,Negative
394,i fantastic my flexibility session today!,"['fantastic', 'flexibility', 'session', 'today', '!']","['fantastic', 'flexibility', 'session', 'today', '!']",Positive,1,0,Positive
395,today was the negative day for my gym. I feel so disappointing about it.,"['today', 'negative', 'day', 'gym', '.', 'feel', 'disappointing', '.']","['today', 'negative', 'day', 'gym', '.', 'feel', 'disappointing', '.']",Negative,0,2,Negative
396,i excellent my nutrient-dense session today! It really made a difference in my cycling!,"['excellent', 'nutrient-dense', 'session', 'today', '!', 'really', 'made', 'difference', 'cycling', '!']","['excellent', 'nutrient-dense', 'session', 'today', '!', 'really', 'made', 'difference', 'cycling', '!']",Positive,1,0,Positive
